X1,Provider.Type,Doctor Identifier,Number.of.Services,Number.of.Beneficiaries,Total.Submitted.Charge.Amount,Total.Allowed.Amount,Total.Payment.Amount,Total.Standardized.Payment.Amount,Number.of.Drug.Services,Total.Drug.Submitted.Charge.Amount,Total.Drug.Allowed.Amount,Total.Drug.Payment.Amount,Total.Drug.Standardized.Payment.Amount,Number.of.Medical.Services,Percent.Atrial.Fibrillation,Percent.Alzheimer.s.Disease.or.Dementia,Percent.Asthma,Percent.Cancer,Percent.Heart.Failure,Percent.Chronic.Kidney.Disease,Percent.Chronic.Obstructive.Pulmonary.Disease,Percent.Depression,Percent.Diabetes,Percent.Hyperlipidemia,Percent.Hypertension,Percent.Ischemic.Heart.Disease,Percent.Osteoporosis,Percent.Rheumatoid.Arthritis.or.Osteoarthritis,Percent.Schizophrenia.or.Other.Psychotic.Disorders,Percent.Stroke,Average.HCC.Risk.Score.of.Beneficiaries,Freq,Specialty.Category,Risk.x,Risk.y
15033,Physical Therapist,212117034,84,56,36258,7373.09,5415.19,5245.43,0,0,0,0,0,84,0.25,0.2,0.25,0.21,0.35,20,0.28,32,25,30,55,25,0.15,45,0.1,0.11,1.36,745,PTOT,0.386957160083074,0.406551775279532
15034,Physical Therapist,715810868,185,168,35219,22508.56,17175.3,17368.02,0,0,0,0,0,185,24,29,29,16,44,42,46,49,43,61,75,58,15,39,15,18,1.85,745,PTOT,0.470204152747602,0.490742268551904
15035,Physical Therapist,941618313,76,45,15325,8800.32,6899.38,7191.9,0,0,0,0,0,76,27,40,0.4,0.29,31,49,0.46,36,49,75,75,53,0.23,36,0.23,73,2.03,745,PTOT,0.478335875534195,0.497540229867859
15036,Physical Therapist,535067069,198,85,26604,11336.82,8720.42,8713.08,0,0,0,0,0,198,0.54,0.51,0.54,0.43,0.79,13,0.62,20,14,56,45,1.19,0.32,38,0.27,0.25,0.8,745,PTOT,0.385824978946585,0.419430042729403
15037,Physical Therapist,270722124,359,195,76889,38490.45,28324.28,27909.01,0,0,0,0,0,359,22,25,26,11,48,51,33,45,53,61,75,52,14,44,8,10,2.24,745,PTOT,0.450554098245436,0.481580658618111
15038,Physical Therapist,487395178,622,300,63122,18585.06,13740.35,13257.34,0,0,0,0,0,622,14,11,16,10,15,22,12,23,23,53,60,24,11,43,0.53,4,1.17,745,PTOT,0.38949114015654,0.407703324531414
15039,Physical Therapist,372940972,12374,7350,1179278,396171.76,296824.94,295048.98,0,0,0,0,0,12374,18,12,17,15,21,30,20,29,24,63,73,36,14,51,6,9,1.37,745,PTOT,0.560336364261835,0.565511712060442
15040,Physical Therapist,758358682,54880,111,2591017.02,964704.19,737735.07,734576.3,54431,2450385.52,908708.66,695642.14,695642.14,449,0,0,0,8.51,0,0.65,0,45,13,32,32,13,10,27,0,0.19,1.38,745,PTOT,0.645126679142295,0.65036995514929
15041,Physical Therapist,482323579,11,11,4267,2106.24,1651.31,1643.85,0,0,0,0,0,11,0.09,0.08,0.09,0.07,0.13,0.17,0.1,0.18,0.16,0.29,0.35,0.19,0.05,0.21,0,0.04,2.84,745,PTOT,0.477649513010736,0.46718427643126
15042,Physical Therapist,308321433,8674,3163,2011400.68,670708.63,501961.59,485039.87,452,45200,23906.2,18742,18742,8222,28,17,18,17,34,37,23,29,29,69,75,56,11,45,8,12,1.68,745,PTOT,0.642671552341596,0.626612305656459
15043,Physical Therapist,799013966,546,168,165965,48491.8,35690.62,34353.75,0,0,0,0,0,546,17,11,16,14,23,29,13,26,28,63,74,36,15,46,0.66,0.61,1.41,745,PTOT,0.395864506629541,0.410445841676949
15044,Physical Therapist,370918511,590,148,92150,56715.08,39353.17,46364.95,0,0,0,0,0,590,2.81,3.53,16,1.83,4.52,11,3.53,75,14,32,27,14,1.57,20,20,1.38,1.25,745,PTOT,0.445482520905841,0.481029568487423
15045,Physical Therapist,742720204,2124,103,104820,64378.61,50019.49,44755.77,0,0,0,0,0,2124,1.25,1.04,16,12,11,22,11,19,23,55,68,22,15,68,0,0.54,1.06,745,PTOT,0.420226570483407,0.450048949934175
15046,Physical Therapist,455053057,1530,154,218376,121725.37,89375.96,87198.71,0,0,0,0,0,1530,12,15,10,8,16,16,8,25,33,49,61,31,2.09,56,2.08,1.66,1.38,745,PTOT,0.392410281106959,0.438069682192698
15047,Physical Therapist,887574365,446,385,161851.56,39597.93,28114.28,33937.46,0,0,0,0,0,446,7,6,23,8,12,18,19,41,26,48,56,26,9,38,15,5,1.33,745,PTOT,0.404698017076797,0.443128816624726
15048,Physical Therapist,388246846,1832,832,860263,247193.23,182359.99,170666.41,0,0,0,0,0,1832,8,5,8,13,13,16,6,16,25,45,58,24,10,34,2,3,1.09,745,PTOT,0.473647709474843,0.496640801749091
15049,Physical Therapist,123063802,280,123,11094.19,10406.22,10198.34,10647.55,140,7334.65,7319.28,7172.54,7172.54,140,12,1.83,11,14,15,22,13,16,28,50,59,21,1.94,36,0.77,0.84,0.98,745,PTOT,0.445620294028504,0.479516493639916
15050,Physical Therapist,232283018,85,31,27654,9216.58,6371.88,6290.65,0,0,0,0,0,85,35,35,0.33,0.26,65,75,39,61,61,65,75,75,0.2,39,0.18,0.15,5.05,745,PTOT,0.51760458560087,0.539990013618644
15051,Physical Therapist,553883223,41,41,9853,1856.64,1455.5,1446.83,0,0,0,0,0,41,0.15,0.12,34,32,0.21,29,39,41,32,44,66,59,0.09,54,0.06,0,1.66,745,PTOT,0.464634569874283,0.482008840460023
15052,Physical Therapist,701245565,3833,2647,369242,120998.08,90671.65,90800.38,0,0,0,0,0,3833,19,19,22,15,27,37,24,36,28,60,72,37,14,44,10,10,1.65,745,PTOT,0.464115272749693,0.477782653173478
15053,Physical Therapist,257751597,1120,335,115886.4,91955.54,68730.45,65711.65,184,2395,2070.01,1622.99,1622.99,936,9,5,10,22,12,36,8,18,33,52,60,28,2.08,25,1.77,4,1.13,745,PTOT,0.417569244973,0.461587017918829
15054,Physical Therapist,660784023,374,120,85110,25051.52,18075.19,17829.37,0,0,0,0,0,374,14,13,23,9,18,27,17,33,26,58,75,21,0.53,34,0.45,0.4,1.27,745,PTOT,0.380889645349538,0.417348239726556
15055,Physical Therapist,583278830,1218,237,233035,90129.57,72464.59,71094.62,182,44157,19348.82,18958.06,18958.06,1036,14,8,6,11,11,24,8,21,23,54,62,27,5.52,31,2.54,2.58,1.09,745,PTOT,0.516587188290802,0.5115229831233
15056,Physical Therapist,568837544,248,118,75012,18708.16,14594.68,16610.14,0,0,0,0,0,248,32,25,22,19,38,54,28,51,30,64,75,47,16,53,16,24,2.02,745,PTOT,0.454743728293957,0.507756936174762
15057,Physical Therapist,302938003,77,48,3481.73,3396.34,2715.34,2991.31,28,1012.73,999.64,979.64,979.64,49,0.56,0,0.54,0.48,0.7,1.03,0.6,1.11,1.15,29,29,1.24,0.39,27,0,0,0.71,745,PTOT,0.427662721762157,0.46415145691913
15058,Physical Therapist,799117565,107,97,51516,15839.12,12165.17,14263.41,0,0,0,0,0,107,31,31,36,20,43,60,33,63,51,70,75,66,15,52,13,16,3.29,745,PTOT,0.515484480738934,0.538576306840233
15059,Physical Therapist,662196958,221,87,196702.5,46124.92,36093.74,31399.93,0,0,0,0,0,221,23,24,21,20,44,36,22,30,43,64,72,56,0.28,47,0,0.15,2.05,745,PTOT,0.433485629309671,0.46978820102698
15060,Physical Therapist,329406914,174,59,54180,21711.09,16822.68,16231.2,0,0,0,0,0,174,0.57,0.56,24,71,27,49,27,36,39,47,71,46,0.34,29,0.3,0.26,2.41,745,PTOT,0.453647972668907,0.484623082763025
15061,Physical Therapist,415012337,102,51,2273.62,2273.62,2228.38,2173.81,51,917.02,917.02,898.81,898.81,51,0.46,0.33,0.44,0.42,0.55,0.84,0.48,0.86,0.96,49,43,1.03,0.33,25,0,0.16,1.09,745,PTOT,0.418388935408008,0.45457136595455
15062,Physical Therapist,842249224,163,105,112196,33844.2,24928.55,25531.51,0,0,0,0,0,163,1.08,1.14,16,69,10,13,11,35,22,50,57,14,14,35,0.65,0.51,1.12,745,PTOT,0.429791253490248,0.451499617647708
15063,Physical Therapist,586762558,883,240,220936,73089.52,52179.88,48851.94,108,13278,5802.68,5604.4,5604.4,775,10,10,8,12,15,23,8,20,19,38,63,24,5,38,1.34,1.4,1.13,745,PTOT,0.438219471190743,0.481580263206828
15064,Physical Therapist,248396916,786,194,194822.96,71199.71,50582.99,47608.39,46,4793.51,2762.27,2529.64,2529.64,740,10,11,13,9,18,19,13,26,30,49,66,33,1.68,27,1.12,1.09,1.24,745,PTOT,0.408477753763679,0.428338666365722
15065,Physical Therapist,313208362,7407,414,411772.01,205677.75,168620.17,166041.82,463,93510.01,53087.45,52018.47,52018.47,6944,6,4,7,19,10,29,13,20,21,69,61,24,8,65,6.1,5,1.09,745,PTOT,0.596351895822826,0.587740791038075
15066,Physical Therapist,681160647,54,17,7260,2512.65,1882.47,2127.96,0,0,0,0,0,54,0,0.14,0.14,0.09,0.2,0.25,0.16,65,0.24,0.42,71,0.28,0,0.3,0.08,0.06,2.54,745,PTOT,0.455619826602389,0.45004601098454
15067,Physical Therapist,946342008,270,37,16625,7289.79,5715.05,5712.31,0,0,0,0,0,270,0.26,0.26,0.26,0.2,0.38,0.5,0.3,0.53,30,75,75,38,0.15,62,0,0.12,1.07,745,PTOT,0.413354562865929,0.430877793148937
15068,Physical Therapist,790697637,123,108,70114,20590.79,16140.39,15577.63,0,0,0,0,0,123,27,41,31,21,57,70,35,56,50,67,75,65,23,49,22,17,3.03,745,PTOT,0.518275789808276,0.547974799515047
15069,Physical Therapist,522448441,2364,1444,134559,56987.49,42783,41640.77,0,0,0,0,0,2364,12,18,21,11,25,34,22,45,34,41,64,32,9,37,14,6,1.6,745,PTOT,0.436842962719216,0.457821249475852
15070,Physical Therapist,120439470,3332,418,578751.5,294899.68,229202.43,230099.73,0,0,0,0,0,3332,31,36,18,16,45,44,24,41,30,65,75,53,20,54,13,14,2.04,745,PTOT,0.502670015974953,0.537967082956775
15071,Physical Therapist,352029751,406,176,15344.97,14534.41,14243.17,15502.98,203,11451.57,10641.01,10427.98,10427.98,203,8,2.74,8,9,7,14,7,19,22,51,51,26,2.83,29,1.18,1.24,0.93,745,PTOT,0.472091547444319,0.497734168262025
15072,Physical Therapist,562694989,1858,458,268739,156839.35,129150.99,121884.63,416,417,86.89,57.21,57.21,1442,6,3,10,13,10,20,9,23,24,47,56,23,6,24,3,3,1.03,745,PTOT,0.431978721969964,0.481881906595078
15073,Physical Therapist,861812583,240,223,322629,55817.18,43186.56,43133.86,0,0,0,0,0,240,17,12,15,16,21,32,13,31,30,55,73,37,14,39,0.48,0.47,1.67,745,PTOT,0.396733857815864,0.408888761367284
15074,Physical Therapist,230064345,133,11,21505,13943.81,10520.08,10568.55,0,0,0,0,0,133,0.41,0.47,0,0.31,0.64,0.81,0.49,0.92,0.77,1.36,1.6,0.9,0.24,0.97,0,0,0.73,745,PTOT,0.455074723570124,0.456996301289836
15075,Physical Therapist,243899566,59,55,20729,5191.13,4057.38,4494.51,0,0,0,0,0,59,0.3,0.3,0.31,0.22,22,36,0.36,33,0.55,60,67,45,0.18,75,0.17,0.14,1.51,745,PTOT,0.433326772046449,0.434447553378906
15076,Physical Therapist,432498447,3640,1262,637207,130460.83,101147.99,95709.8,0,0,0,0,0,3640,15,8,15,18,19,33,16,29,28,61,69,35,11,41,4,5,1.44,745,PTOT,0.438036027465155,0.475168727621476
15077,Physical Therapist,297748337,1272,522,279983,48451.2,37273.06,35226.3,0,0,0,0,0,1272,14,9,18,21,20,36,19,37,33,59,70,37,8,47,7,5,1.65,745,PTOT,0.392584164910302,0.440033774054964
15078,Physical Therapist,439051071,596,217,114377,65815.77,50633.88,48673.01,0,0,0,0,0,596,18,49,25,6,36,35,28,75,38,51,63,33,7,41,53,12,1.97,745,PTOT,0.468710614008335,0.485049472119372
15079,Physical Therapist,566577847,1156,258,349481,105532.66,78274.27,73481.61,316,6320,1863.23,1437.3,1437.3,840,12,5,9,8,14,20,12,23,24,59,59,30,8,61,1.1,5,1.04,745,PTOT,0.41852121788551,0.450134528227811
15080,Physical Therapist,666304197,551,394,1152026,79477.78,61510.31,64867.54,0,0,0,0,0,551,25,9,22,16,42,46,25,36,43,71,75,52,9,56,4,12,2.39,745,PTOT,0.434935157499389,0.47397268171884
15081,Physical Therapist,750749717,1273,467,339903,134566.14,104478.76,103510.49,0,0,0,0,0,1273,36,34,30,19,51,57,39,50,39,71,75,55,19,48,18,17,2.49,745,PTOT,0.494946823361286,0.538506929320152
15082,Physical Therapist,978439758,1352,342,322913,142427.88,110963.08,117487.84,0,0,0,0,0,1352,28,31,29,12,51,61,37,48,42,62,75,54,17,47,11,16,2.29,745,PTOT,0.48182411101213,0.530494990035585
15083,Physical Therapist,340313051,704,29,35989.01,20248.92,14410.17,15805.94,0,0,0,0,0,704,0.72,0.91,0.76,0.47,0,1.42,0,1.74,1.33,38,41,1.54,0.41,52,0.54,0,0.8,745,PTOT,0.427918172365271,0.458949557774876
15084,Physical Therapist,715380027,243,53,32025,19135.05,13513,16475.73,0,0,0,0,0,243,0.99,1.28,25,0.62,1.61,1.97,1.26,75,23,43,42,2.09,0,28,0.78,0.49,1.18,745,PTOT,0.435044021524029,0.465863352388506
15085,Physical Therapist,297193184,866,794,419221,119652.42,89673.83,90293.93,0,0,0,0,0,866,24,24,25,17,34,46,26,45,33,62,75,46,17,41,13,10,2.06,745,PTOT,0.451032155235433,0.493290966131571
15086,Physical Therapist,599556185,170,28,19130,10734.6,8170.01,9078.25,0,0,0,0,0,170,0.43,0,0.46,0.29,0.69,0.86,0.54,1.04,0.8,61,71,0.92,0.24,61,0,0,0.68,745,PTOT,0.420507857458401,0.453484500274955
15087,Physical Therapist,119781827,890,63,61634,26974.2,20865.46,21600.89,0,0,0,0,0,890,0.77,0.9,0.79,0.55,1.2,24,0.93,1.75,25,52,60,17,0.44,62,0.52,0.37,0.96,745,PTOT,0.400077061597466,0.425183518196648
15088,Physical Therapist,682352993,300,108,35530,23483.2,16057.42,16238,0,0,0,0,0,300,1.14,1.17,10,11,1.71,2.19,11,75,10,42,41,12,0.68,30,0.65,0.53,0.77,745,PTOT,0.426863407749989,0.440511796134597
15089,Physical Therapist,722043981,3295,2263,600382,140174.82,104915.29,104212.18,0,0,0,0,0,3295,31,16,19,13,38,43,22,34,36,69,75,66,8,44,8,11,1.92,745,PTOT,0.496343012857817,0.483631052621945
15090,Physical Therapist,204366052,809,185,117239.2,65093.63,53388.33,52237.01,141,16460,16175.22,15845.47,15845.47,668,8,9,6,13,10,23,10,21,28,72,66,23,4.56,35,2.02,2.08,1.07,745,PTOT,0.490760813271228,0.488964286668914
15091,Physical Therapist,162771164,1822,635,680091,234092.2,179780.15,178700.38,35,5355,2876.84,2819.27,2819.27,1787,25,17,38,19,36,39,45,36,38,63,73,44,9,38,7,7,2,745,PTOT,0.50913147257682,0.53414416442352
15092,Physical Therapist,977004367,50,36,11731,4219.41,3309.01,3775.09,0,0,0,0,0,50,47,0.27,0.26,0.18,50,33,0.3,33,39,50,75,69,0,33,0.16,0.12,2.24,745,PTOT,0.468349918209769,0.464029350530279
15093,Physical Therapist,301280058,74,35,25072,9177.2,7195.05,6938.79,0,0,0,0,0,74,0.27,0.25,31,0.22,49,51,0.3,49,46,66,71,57,0.16,34,0.13,51,2,745,PTOT,0.472202473845813,0.467225240832593
15094,Physical Therapist,770821253,96,31,9092,3687.32,2642.9,2656.67,0,0,0,0,0,96,0.19,0.18,0.19,0.15,0.28,0.36,0.22,75,0.35,45,55,0.42,0.11,42,0.1,0.09,1.2,745,PTOT,0.426858792298384,0.439357614475623
15095,Physical Therapist,105028599,1130,493,252100,131231.36,98984.36,89834.23,0,0,0,0,0,1130,19,33,28,16,60,68,29,29,61,62,75,62,5,44,13,26,3.42,745,PTOT,0.518924354879342,0.504458447430942
15096,Physical Therapist,619495624,377,326,408166,61699.04,46922.65,47709.57,0,0,0,0,0,377,16,12,17,20,20,32,16,37,28,58,71,30,9,48,9,5,1.55,745,PTOT,0.382185635855188,0.433242633663571
15097,Physical Therapist,445527312,214,91,46745,11754.77,8754.39,10000.59,0,0,0,0,0,214,49,15,27,0.4,75,74,19,42,60,71,75,75,0.33,34,0.37,12,2.58,745,PTOT,0.498590402296293,0.526415160149944
15098,Physical Therapist,206885960,695,240,195730,47448.48,33882.43,40481.68,0,0,0,0,0,695,13,10,17,9,20,61,12,36,75,75,75,37,6,34,12,1.06,1.74,745,PTOT,0.415782013692977,0.47620474611994
15099,Physical Therapist,721084939,236,204,163957,39218.16,30468.95,30289.89,0,0,0,0,0,236,27,8,21,20,27,36,22,33,26,52,73,43,14,40,0.59,8,1.69,745,PTOT,0.413153684650599,0.433034787146695
15100,Physical Therapist,710143841,1980,1113,359195,134314.26,101834.64,100973.18,0,0,0,0,0,1980,41,16,20,14,52,51,26,36,41,66,75,68,10,40,9,11,2.28,745,PTOT,0.498550529324179,0.497539591992693
15101,Physical Therapist,630487211,641,63,54845,20448.61,15246.27,14013.95,0,0,0,0,0,641,0.49,0.42,0.47,0.43,0.7,21,0.52,21,24,56,59,22,0.31,65,0.2,0.22,1.1,745,PTOT,0.387743580557896,0.417123742945226
15102,Physical Therapist,954028139,450,221,428531,111345.49,86905.17,83082.42,0,0,0,0,0,450,38,10,19,19,73,57,24,28,52,75,75,75,7,46,5,16,2.38,745,PTOT,0.482141450966058,0.498405084611969
15103,Physical Therapist,701608892,931,331,801682,144191.88,111382.21,109315.21,0,0,0,0,0,931,17,16,21,18,29,34,24,28,35,61,74,50,9,40,10,6,1.68,745,PTOT,0.424414220902683,0.444823634293736
15104,Physical Therapist,964424885,1059,224,563933,398229.81,310219.85,284007.31,28,74,50.49,38.14,38.14,1031,13,8.24,8.41,10,10,22,9.82,18,20,42,46,21,5.35,21,4.22,4.03,1.07,745,PTOT,0.47351844496055,0.515586121649569
15105,Physical Therapist,468144592,766,687,282312,97858.28,75038.39,75480.5,0,0,0,0,0,766,23,25,25,14,33,45,26,47,33,62,75,44,13,41,17,11,2.09,745,PTOT,0.43676083810272,0.469231226638563
15106,Physical Therapist,874084149,1368,932,133634,20848.32,14970.36,14417.65,0,0,0,0,0,1368,23,14,21,16,37,41,22,33,33,69,75,62,11,42,7,9,1.75,745,PTOT,0.461959936740472,0.462416081112909
15107,Physical Therapist,409478359,162,78,10047,9522.32,6665.42,8275.99,0,0,0,0,0,162,0.67,0.8,0.71,0.45,1.06,1.32,0.83,38,24,31,47,18,0.38,22,0.47,0.32,1.16,745,PTOT,0.387644791088714,0.425211435607536
15108,Physical Therapist,447543869,1256,31,76565,35790.68,27199.11,26579.97,0,0,0,0,0,1256,0.75,0,0.74,0.58,0,1.46,0.87,39,52,52,75,1.66,0,61,0,0.35,1.42,745,PTOT,0.412194687687274,0.443875203813601
15109,Physical Therapist,749250248,3014,104,138395,95862.31,74177.48,69410.12,0,0,0,0,0,3014,13,2.09,12,1.74,13,14,11,24,15,54,53,25,12,53,1.08,0.95,0.95,745,PTOT,0.418981824607558,0.442876643898424
15110,Physical Therapist,176590068,80,60,51715,12225.42,9603.58,8405.13,0,0,0,0,0,80,0.23,0.11,0.21,25,23,27,0.23,27,28,43,67,40,20,37,0.03,0.09,1.8,745,PTOT,0.42058990082596,0.462893672586344
15111,Physical Therapist,451770606,276,118,150983,24428.95,19006.09,18782.18,0,0,0,0,0,276,0.42,0,9,0.37,0.62,12,0.48,26,13,37,50,15,10,61,0.17,0.19,0.87,745,PTOT,0.400014056064558,0.424777741797732
15112,Physical Therapist,438718923,292,205,247139.4,35372.32,27827.7,27813.42,0,0,0,0,0,292,15,7,18,10,14,23,17,34,34,67,69,29,10,60,0.23,6,1.2,745,PTOT,0.397609043331094,0.416284565838043
15113,Physical Therapist,835391802,257,120,62498,20976.94,15488.72,14888.38,0,0,0,0,0,257,0.75,0.68,23,12,11,23,13,43,28,41,63,23,12,43,0.36,0.34,1.41,745,PTOT,0.390089749343964,0.409721768527023
15114,Physical Therapist,200811919,344,89,38254.01,20791.66,16422.56,15389.23,55,3447,2205.06,2148.49,2148.49,289,1.25,0.97,1.19,19,1.55,19,12,19,21,48,60,19,15,38,0.44,0.47,1.19,745,PTOT,0.422101638232261,0.454672632680759
15115,Physical Therapist,480386633,664,580,291742,90020.13,67612.49,67856.85,0,0,0,0,0,664,21,23,26,15,34,44,28,49,36,63,75,49,8,42,18,14,2.11,745,PTOT,0.435514763714481,0.470212250653578
15116,Physical Therapist,768694357,54,39,128106.2,23352.7,18308.51,17055.8,0,0,0,0,0,54,0.16,0.06,0.15,0.19,0.21,0.3,0.16,36,31,51,72,0.39,0.11,46,0.01,0.07,1.71,745,PTOT,0.392364019050397,0.425649773661035
15117,Physical Therapist,582621601,659,244,108093,78718.87,58353.02,53373.29,113,290,201.26,151.41,151.41,546,7,5,11,10,9,19,5,20,25,54,56,22,7,47,1.22,1.2,1.07,745,PTOT,0.383347893593085,0.431806178762856
15118,Physical Therapist,435040048,839,67,35100,25888.17,18619.11,18559.68,0,0,0,0,0,839,0.94,1,0.93,0.71,1.41,1.8,1.08,1.99,1.75,58,54,27,0.55,60,0.55,0.43,0.96,745,PTOT,0.412168443442631,0.43027239260632
15119,Physical Therapist,442629572,60,54,27046,8645.02,6519.22,7607.1,0,0,0,0,0,60,0.45,30,33,0.31,31,63,24,59,44,75,75,59,20,48,0.31,0.22,2.68,745,PTOT,0.475798364427498,0.5247961021109
15120,Physical Therapist,484571435,586,24,60254.68,18376.66,14407.52,11382.45,0,0,0,0,0,586,0.06,0,0,0.17,0,0.07,0,50,0.16,54,67,0.21,0.07,0.34,0,0,2.38,745,PTOT,0.430627255813092,0.454278472289819
15121,Physical Therapist,182894933,388,353,587430,38498.24,30263.37,30485.51,0,0,0,0,0,388,13,10,18,13,17,23,20,25,32,59,71,27,7,42,4,0,1.36,745,PTOT,0.370778083052817,0.420850118305622
15122,Physical Therapist,121121850,2188,950,635543,199219.9,141387.44,137767.84,0,0,0,0,0,2188,14,8,10,12,14,22,10,17,20,62,72,30,13,39,2,5,1.1,745,PTOT,0.466871624426071,0.473108915009958
15123,Physical Therapist,171040114,269,78,40780,27484.74,19612.46,23759.38,0,0,0,0,0,269,0,1.82,17,0.89,2.29,2.8,1.8,74,19,19,23,2.98,0.78,22,18,0,1.12,745,PTOT,0.445698219197577,0.473551322709005
15124,Physical Therapist,261644461,366,333,377922.4,58292.54,47704.28,48031.43,0,0,0,0,0,366,15,10,18,14,24,31,20,26,38,70,75,37,8,47,5,5,1.37,745,PTOT,0.392736995891176,0.425741096699135
15125,Physical Therapist,216227741,2969,615,625461,200417.54,147163.83,141993.61,75,150,53.46,39.82,39.82,2894,16,6,6,38,12,27,7,13,22,54,61,33,3,35,2.83,4,1.15,745,PTOT,0.475838004421009,0.513281877051281
15126,Physical Therapist,633296889,162,12,10460,5422.18,3952.87,4059.58,0,0,0,0,0,162,0,0,0,0.13,0.28,0.35,0.21,0.4,0.33,0.59,0.69,0.39,0,0.42,0,0,0.82,745,PTOT,0.449971420312375,0.451826724713098
15127,Physical Therapist,427040659,2493,293,471155,217388.98,170161.87,171037.63,0,0,0,0,0,2493,34,20,26,21,31,40,27,45,29,74,75,57,24,64,12,32,1.74,745,PTOT,0.51146390804616,0.536464608114587
15128,Physical Therapist,200768313,1086,233,232423,91311.89,71590.08,83240.36,0,0,0,0,0,1086,30,27,23,17,42,53,33,47,45,71,75,48,21,49,12,40,2.18,745,PTOT,0.452875227491963,0.521335693700701
15129,Physical Therapist,946934013,3091,701,496463,178226.05,129385.88,123289.2,134,1035,382.23,315.48,315.48,2957,17,15,12,10,18,36,15,22,44,58,69,36,9,36,4,7,1.43,745,PTOT,0.458208498590311,0.478957212772979
15130,Physical Therapist,917699953,405,292,103738,24972.86,18240.94,21503.91,0,0,0,0,0,405,29,10,19,12,42,42,19,32,39,75,75,75,7,49,6,10,1.86,745,PTOT,0.441970947472322,0.468543679669474
15131,Physical Therapist,152097472,3107,2016,719917,143260.08,109092.22,107106.61,0,0,0,0,0,3107,19,18,15,17,24,31,18,37,25,55,70,36,14,47,8,9,1.49,745,PTOT,0.467306783973405,0.481624554149981
15132,Physical Therapist,845854427,165,156,191608.2,29770.16,23283.46,23128.46,0,0,0,0,0,165,24,12,19,15,35,34,28,30,44,65,75,51,11,51,7,10,1.63,745,PTOT,0.418178970594687,0.437056799824986
15133,Physical Therapist,929065549,270,112,194916,52721.83,40873.68,40336.85,0,0,0,0,0,270,22,23,35,11,60,71,54,45,54,50,75,61,10,37,18,13,3.72,745,PTOT,0.504048056668531,0.515618026846604
15134,Physical Therapist,397754503,77,28,20948,6207.45,4845.61,4663.06,0,0,0,0,0,77,0.18,0.16,0.17,0.15,43,68,0.2,43,43,57,75,68,0.11,39,0.08,0.08,2.34,745,PTOT,0.448796904501039,0.442067472705619
15135,Physical Therapist,840160485,743,56,41435,21351.16,16552.31,15909.85,0,0,0,0,0,743,0.56,0.56,0.54,0.45,0.82,1.07,0.63,25,25,57,64,29,0.34,68,0.29,0.25,0.94,745,PTOT,0.396749877296299,0.414136478818073
15136,Physical Therapist,595734868,203,34,24394,10555.99,8275.57,9650.66,0,0,0,0,0,203,50,38,0.48,0.28,41,53,0.56,53,47,65,75,50,0.24,44,0.35,59,2.39,745,PTOT,0.473593170163295,0.512125637565642
15137,Physical Therapist,250176743,19,12,3810,2499.59,1797.58,1705.24,0,0,0,0,0,19,0.11,0.1,0.11,0.09,0.16,0.21,0.13,0.22,0.21,0.39,0.45,0.25,0.07,0.28,0.05,0,0.9,745,PTOT,0.451038210936947,0.452657981050813
15138,Physical Therapist,368436885,375,139,67085,27568.68,21180.3,21283.9,0,0,0,0,0,375,1.01,18,32,0.78,1.52,23,21,75,23,42,53,21,0.6,31,55,0.47,1.51,745,PTOT,0.477368350497694,0.48159222027619
15139,Physical Therapist,145055765,4669,2429,432256,124354.53,98837.11,96437.31,0,0,0,0,0,4669,13,19,21,12,24,32,25,39,37,54,71,34,12,42,14,9,1.7,745,PTOT,0.46048798989357,0.488233659761911
15140,Physical Therapist,349021501,59,57,32972.8,6432.83,5127.37,5177.43,0,0,0,0,0,59,0.24,0.21,0.25,21,19,21,26,32,30,74,72,23,0.15,42,0.11,0.11,1.14,745,PTOT,0.398709561300899,0.448287447484277
15141,Physical Therapist,442721131,33,30,11821,2339.6,1660.83,1912.94,0,0,0,0,0,33,0,0.16,0.17,0.12,37,0.31,0.19,47,0.29,37,67,0.34,0.09,0.38,0.09,0.07,1.68,745,PTOT,0.432269399737936,0.441494860560829
15142,Physical Therapist,381869962,947,531,162991.5,68053.97,47394.13,55014.43,51,5537.5,3567.18,3489.01,3489.01,896,11,8,11,13,15,21,14,21,24,53,63,24,7,34,4,4,1.19,745,PTOT,0.419027189233128,0.45877351755184
15143,Physical Therapist,493928944,1492,32,81280,42770.91,33061.86,30260.34,0,0,0,0,0,1492,0.71,0.66,0.65,0.63,1.01,1.35,0.75,1.31,1.38,44,59,1.62,0.44,59,0.31,0.31,1.11,745,PTOT,0.429463387544735,0.470001440452758
15144,Physical Therapist,511658974,257,100,326951,64446.5,49415.08,50130.06,0,0,0,0,0,257,39,1.06,26,22,54,53,30,35,47,75,75,68,0.55,38,0.62,0.47,2.35,745,PTOT,0.470791922167725,0.502998932814711
15145,Physical Therapist,323109298,212,87,12833,9079.97,6566.98,7374.04,42,379,104.04,95.83,95.83,170,0.65,0.68,20,0.49,0.98,28,0.77,29,28,38,56,15,0.39,34,0.38,0.3,1.09,745,PTOT,0.392801517501557,0.437420275325363
