Doctor Identifier,Provider Type,Number of Services,Number of Beneficiaries,Total Submitted Charge Amount,Total Allowed Amount,Total Payment Amount,Total Standardized Payment Amount,Number of Drug Services,Total Drug Submitted Charge Amount,Total Drug Allowed Amount ,Total Drug Payment Amount ,Total Drug Standardized Payment Amount,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimer’s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
942868325,Neurology,402,144,258030.0,92814.89,72149.23,70655.49,0,0.0,0.0,0.0,0.0,402,15.0,14.0,13.0,32.0,17.0,24.0,11.0,30.0,16.0,51.0,74.0,27.0,15.0,38.0,1.24,1.01,1.38
364538698,Anesthesiology,469,11,101875.0,57682.14,44131.53,43838.28,0,0.0,0.0,0.0,0.0,469,0.0,1.64,0.0,0.0,0.0,0.0,0.0,3.2,2.67,4.7,5.5,0.0,0.0,3.35,0.94,0.0,0.6
219110534,Internal Medicine,827,218,147655.0,53557.1,38236.79,42669.41,0,0.0,0.0,0.0,0.0,827,10.0,2.75,6.0,13.0,11.0,14.0,2.9,17.0,17.0,58.0,63.0,23.0,15.0,36.0,1.62,1.14,0.86
283122617,Internal Medicine,226,90,45215.0,15305.73,9839.27,9483.32,0,0.0,0.0,0.0,0.0,226,0.7,0.65,12.0,14.0,1.02,16.0,0.78,23.0,32.0,61.0,73.0,21.0,23.0,38.0,0.34,0.32,1.21
683625418,Pulmonary Disease,470,173,24230.05,22537.48,22086.72,21824.8,235,16314.65,16275.58,15949.8,15949.8,235,8.0,3.55,12.0,10.0,9.0,16.0,13.0,19.0,29.0,60.0,70.0,28.0,4.01,35.0,1.42,1.62,1.07
748139621,Internal Medicine,1150,148,131735.0,83403.78,62441.72,60895.15,0,0.0,0.0,0.0,0.0,1150,0.0,2.61,17.0,1.92,3.73,11.0,13.0,68.0,22.0,24.0,45.0,14.0,0.0,14.0,75.0,1.15,1.33
150999273,Diagnostic Radiology,73,35,13300.0,3976.19,2792.4,2966.76,0,0.0,0.0,0.0,0.0,73,0.21,0.21,0.21,0.16,0.31,0.4,0.24,31.0,0.38,31.0,63.0,31.0,0.12,75.0,0.12,0.1,1.49
754931410,Medical Oncology,543,49,55090.0,41367.43,29055.91,29078.62,0,0.0,0.0,0.0,0.0,543,0.0,1.6,1.46,0.0,2.22,2.82,1.7,55.0,24.0,45.0,35.0,3.16,0.84,3.46,0.9,0.68,0.97
583429606,Nurse Practitioner,1136,284,265233.0,101439.76,75312.6,73781.04,78,16776.0,7210.81,7066.71,7066.71,1058,27.0,60.0,17.0,11.0,42.0,45.0,26.0,57.0,35.0,58.0,75.0,51.0,13.0,49.0,18.0,10.0,2.22
327387276,Anesthesiology,290,126,43315.4,31594.29,24289.48,23749.32,0,0.0,0.0,0.0,0.0,290,1.25,1.23,17.0,0.99,1.85,11.0,1.43,75.0,33.0,37.0,39.0,9.0,0.74,26.0,24.0,0.57,1.08
987881470,Allergy/Immunology,61,27,10287.0,2803.78,2198.39,2529.76,0,0.0,0.0,0.0,0.0,61,0.16,0.17,0.17,0.12,41.0,0.32,0.2,0.36,0.3,67.0,75.0,63.0,0.1,41.0,0.1,0.08,1.46
554136346,Physician Assistant,452,147,263742.0,52645.06,40121.94,38887.17,0,0.0,0.0,0.0,0.0,452,31.0,0.72,21.0,0.73,73.0,38.0,20.0,32.0,23.0,41.0,55.0,48.0,12.0,22.0,0.37,0.39,1.78
549288066,Centralized Flu,56,48,11580.0,4364.54,3421.87,3855.88,0,0.0,0.0,0.0,0.0,56,33.0,0.3,27.0,0.21,48.0,63.0,33.0,33.0,54.0,75.0,75.0,52.0,0.17,48.0,0.17,0.13,2.47
452452790,Neurology,757,272,108016.88,42036.01,38458.69,42702.21,256,10907.88,7303.03,7146.92,7146.92,501,12.0,8.0,13.0,8.0,13.0,21.0,16.0,30.0,29.0,64.0,71.0,31.0,6.0,31.0,6.0,5.0,1.1
526028378,Anesthesiology,76,52,24181.0,8921.75,6994.17,7949.74,0,0.0,0.0,0.0,0.0,76,0.0,0.5,0.47,0.3,0.69,0.86,0.54,38.0,0.8,56.0,75.0,0.94,0.25,75.0,0.3,0.21,0.86
265683768,Neurology,366,38,17634.42,13238.48,9953.89,9101.36,0,0.0,0.0,0.0,0.0,366,0.4,0.36,0.38,0.34,0.57,0.76,0.43,0.75,0.76,34.0,58.0,0.9,0.25,55.0,0.0,0.18,0.86
358158528,Psychiatry,77,48,25920.0,10950.36,8187.08,7987.13,0,0.0,0.0,0.0,0.0,77,0.39,0.38,0.39,0.31,0.58,0.75,0.45,33.0,23.0,38.0,63.0,23.0,0.23,31.0,0.2,0.18,1.12
250077702,Mass Immunization Roster Biller,81,64,5268.8,3572.27,2282.32,2669.11,0,0.0,0.0,0.0,0.0,81,0.36,0.36,0.37,0.27,0.54,0.69,0.42,42.0,27.0,28.0,61.0,19.0,0.22,34.0,0.2,0.17,1.21
791825853,Anesthesiology,751,130,132507.0,38528.85,30177.32,34394.27,41,3112.0,1272.18,1234.38,1234.38,710,1.66,1.91,18.0,1.16,2.49,28.0,13.0,24.0,28.0,65.0,52.0,8.0,1.0,23.0,12.0,0.76,1.04
471486964,CRNA,350,17,51625.0,28120.42,21220.21,23979.54,0,0.0,0.0,0.0,0.0,350,0.0,0.0,1.05,0.61,0.0,1.96,1.26,75.0,1.79,2.95,3.48,2.06,0.53,2.13,0.0,0.49,1.1
219901370,Anesthesiology,7042,1657,861845.34,373591.23,273244.53,266559.07,0,0.0,0.0,0.0,0.0,7042,13.0,8.0,15.0,13.0,14.0,19.0,12.0,23.0,19.0,64.0,68.0,28.0,11.0,46.0,3.0,5.0,1.13
118708262,Nurse Practitioner,118,51,45384.0,12102.38,9352.02,10844.64,0,0.0,0.0,0.0,0.0,118,0.47,25.0,0.51,49.0,47.0,63.0,22.0,45.0,47.0,47.0,75.0,53.0,0.26,39.0,0.36,0.23,4.17
630494023,Infectious Disease,4900,1319,948883.36,294610.14,221945.94,220434.7,0,0.0,0.0,0.0,0.0,4900,44.0,17.0,20.0,15.0,51.0,48.0,27.0,30.0,35.0,71.0,75.0,63.0,13.0,39.0,6.0,11.0,2.1
109859153,Physician Assistant,650,89,30124.0,23342.9,17819.38,17061.84,0,0.0,0.0,0.0,0.0,650,0.8,0.78,0.78,0.64,1.17,30.0,0.9,15.0,30.0,42.0,56.0,1.76,0.48,55.0,0.0,0.36,0.81
344588644,Urology,196,56,19504.0,6824.47,4266.95,4988.52,0,0.0,0.0,0.0,0.0,196,0.46,0.49,0.47,0.33,0.7,20.0,0.54,25.0,20.0,75.0,75.0,20.0,0.27,36.0,0.28,0.21,1.06
320969799,Hand Surgery,1628,502,514843.24,131947.47,100710.88,98920.22,0,0.0,0.0,0.0,0.0,1628,14.0,14.0,15.0,14.0,19.0,36.0,16.0,33.0,29.0,59.0,69.0,35.0,12.0,49.0,7.0,8.0,1.57
655852885,Physician Assistant,771,86,119900.0,78928.87,61880.21,61675.74,0,0.0,0.0,0.0,0.0,771,2.19,59.0,2.21,16.0,14.0,28.0,13.0,50.0,28.0,63.0,69.0,33.0,1.26,48.0,1.4,1.04,1.36
385214220,Physical Medicine and Rehabilitation,593,30,27435.53,17393.61,12442.47,11734.87,0,0.0,0.0,0.0,0.0,593,0.5,0.5,0.48,0.4,0.73,0.95,0.55,1.0,0.94,43.0,37.0,1.1,0.3,57.0,0.0,0.23,0.79
707645451,Diagnostic Radiology,241,168,199988.4,31664.8,24612.73,24413.75,0,0.0,0.0,0.0,0.0,241,13.0,11.0,13.0,15.0,16.0,29.0,13.0,24.0,29.0,65.0,71.0,30.0,9.0,54.0,0.25,0.28,1.16
847722709,Chiropractic,300,185,123131.0,56510.45,43070.79,44351.87,0,0.0,0.0,0.0,0.0,300,10.0,6.0,10.0,69.0,12.0,19.0,11.0,24.0,26.0,44.0,61.0,17.0,11.0,38.0,1.27,0.97,1.12
438685963,Anesthesiology,398,157,93798.0,29447.98,20745.32,20064.84,0,0.0,0.0,0.0,0.0,398,1.13,1.03,18.0,8.0,8.0,25.0,12.0,41.0,37.0,53.0,66.0,18.0,0.69,43.0,13.0,0.51,1.05
202591954,Anesthesiology,166,95,30978.0,6146.73,4318.8,4292.5,0,0.0,0.0,0.0,0.0,166,0.37,0.31,12.0,0.31,0.53,19.0,0.41,44.0,28.0,38.0,43.0,24.0,0.23,33.0,0.16,0.16,1.24
313273708,Dermatology,333,94,66555.0,24465.3,16867.85,16564.92,0,0.0,0.0,0.0,0.0,333,0.9,0.88,17.0,0.71,18.0,23.0,1.03,29.0,75.0,64.0,56.0,30.0,19.0,39.0,0.48,0.0,1.22
106336187,Anesthesiology,4336,1693,414860.0,208775.25,152421.19,155320.5,33,990.0,509.88,496.32,496.32,4303,22.0,22.0,23.0,13.0,34.0,32.0,29.0,33.0,37.0,64.0,75.0,44.0,10.0,39.0,11.0,10.0,1.68
778419433,Cardiac Surgery,255,70,18580.0,12531.67,9457.82,10140.51,0,0.0,0.0,0.0,0.0,255,0.62,19.0,24.0,0.45,0.95,26.0,17.0,39.0,20.0,36.0,44.0,1.34,0.36,19.0,75.0,0.29,1.84
712262383,Emergency Medicine,7797,2053,465318.0,279099.78,216309.04,209110.22,0,0.0,0.0,0.0,0.0,7797,21.0,75.0,12.0,8.0,41.0,40.0,25.0,59.0,37.0,43.0,75.0,43.0,13.0,47.0,32.0,15.0,2.18
523990943,Physical Therapist,4215,2891,584396.0,172303.03,128884.29,125694.95,0,0.0,0.0,0.0,0.0,4215,26.0,23.0,20.0,19.0,40.0,45.0,31.0,39.0,33.0,63.0,75.0,50.0,11.0,42.0,11.0,15.0,1.99
279621947,Emergency Medicine,650,235,157895.0,60774.72,43635.08,42817.71,55,15975.0,8447.92,8277.75,8277.75,595,14.0,3.65,9.0,11.0,12.0,17.0,10.0,20.0,32.0,75.0,75.0,25.0,7.0,27.0,1.73,1.68,0.99
697080548,Psychiatry,38,18,506.27,506.27,496.13,733.62,19,263.94,263.94,258.62,258.62,19,0.17,0.15,0.17,0.14,0.22,0.31,0.19,0.34,0.34,0.69,75.0,0.37,0.11,0.45,0.0,0.0,1.16
659954539,Physical Therapist,376,174,11716.64,11676.75,11443.37,13950.23,188,9471.97,9439.52,9250.23,9250.23,188,8.0,2.71,11.0,7.0,10.0,14.0,7.0,16.0,31.0,59.0,63.0,27.0,12.0,36.0,1.23,1.19,0.95
271358063,Emergency Medicine,272,149,56477.0,22610.73,17370.18,17771.65,0,0.0,0.0,0.0,0.0,272,21.0,23.0,19.0,29.0,40.0,56.0,33.0,52.0,39.0,42.0,72.0,51.0,15.0,52.0,11.0,16.0,2.98
100843341,Cardiology,1382,340,248188.54,108862.04,85076.97,98285.33,0,0.0,0.0,0.0,0.0,1382,21.0,75.0,20.0,11.0,42.0,43.0,29.0,69.0,37.0,46.0,75.0,48.0,10.0,56.0,38.0,15.0,2.28
824525735,CRNA,177,103,13725.0,5967.68,4258.54,3870.52,0,0.0,0.0,0.0,0.0,177,0.46,0.37,12.0,17.0,15.0,34.0,12.0,24.0,36.0,72.0,75.0,29.0,0.29,39.0,0.18,13.0,1.3
785897758,Physician Assistant,1994,342,849992.0,181212.54,139698.81,131705.15,653,20030.0,17552.22,13760.78,13760.78,1341,12.0,7.0,8.0,10.0,9.0,15.0,6.0,23.0,17.0,56.0,62.0,25.0,10.0,59.0,0.49,4.0,1.02
597223915,Diagnostic Radiology,1338,614,44056.29,43891.09,43013.19,46813.3,670,33502.51,33337.31,32668.82,32668.82,668,10.0,6.0,9.0,11.0,7.0,12.0,8.0,22.0,16.0,60.0,59.0,23.0,8.0,33.0,2.0,3.0,0.87
257430725,Physician Assistant,1093,892,431218.57,121316.06,89221.81,89410.5,66,1307.57,275.41,218.29,218.29,1027,22.0,17.0,18.0,15.0,26.0,32.0,21.0,32.0,24.0,59.0,75.0,39.0,12.0,46.0,10.0,9.0,1.59
761674003,Cardiology,1007,41,146430.0,97095.2,75075.8,72840.02,0,0.0,0.0,0.0,0.0,1007,2.38,2.59,2.35,1.85,3.63,4.62,2.77,75.0,4.47,37.0,41.0,5.22,1.38,41.0,1.44,1.12,1.31
749354592,General Surgery,250,58,32350.0,24325.72,16937.87,19511.02,0,0.0,0.0,0.0,0.0,250,1.19,1.47,1.26,0.79,1.9,2.34,1.48,71.0,21.0,26.0,34.0,2.53,0.67,26.0,24.0,0.0,1.33
925188406,Obstetrics/Gynecology,404,306,414744.0,67182.37,52414.08,52405.07,0,0.0,0.0,0.0,0.0,404,8.0,6.0,14.0,9.0,10.0,14.0,19.0,24.0,27.0,53.0,64.0,22.0,4.0,40.0,5.0,0.55,0.94
546492985,Family Practice,935,213,224825.0,72882.83,56481.39,53900.69,97,14206.0,11489.01,11259.31,11259.31,838,20.0,15.0,20.0,15.0,36.0,38.0,19.0,38.0,39.0,56.0,75.0,45.0,15.0,39.0,8.0,8.0,2.03
489849656,Internal Medicine,128,116,24251.0,16770.27,13148.04,12723.86,0,0.0,0.0,0.0,0.0,128,0.77,0.71,27.0,0.62,1.13,14.0,18.0,75.0,23.0,27.0,41.0,14.0,0.46,16.0,75.0,0.35,1.57
130385674,Chiropractic,423,253,665862.92,95660.35,74651.73,74044.41,0,0.0,0.0,0.0,0.0,423,18.0,11.0,20.0,40.0,28.0,38.0,30.0,37.0,31.0,56.0,73.0,42.0,11.0,35.0,7.0,9.0,1.99
238987770,Medical Oncology,6595,3844,407708.0,127502.53,91006.34,95088.12,0,0.0,0.0,0.0,0.0,6595,24.0,18.0,24.0,24.0,41.0,49.0,29.0,36.0,38.0,63.0,75.0,52.0,13.0,40.0,9.0,11.0,2.23
664325191,Medical Oncology,2934,154,149200.0,90360.18,68994.19,63499.46,0,0.0,0.0,0.0,0.0,2934,9.0,1.91,12.0,8.0,11.0,18.0,10.0,21.0,21.0,52.0,57.0,26.0,13.0,66.0,0.94,0.92,0.98
240622511,Vascular Surgery,638,245,192745.0,77408.17,59916.77,57812.65,0,0.0,0.0,0.0,0.0,638,17.0,21.0,38.0,14.0,48.0,63.0,32.0,53.0,50.0,54.0,75.0,57.0,11.0,39.0,20.0,12.0,3.09
797191325,Internal Medicine,338,156,89270.0,29543.21,22068.89,21924.81,0,0.0,0.0,0.0,0.0,338,14.0,12.0,17.0,10.0,23.0,32.0,19.0,37.0,42.0,51.0,65.0,33.0,10.0,51.0,0.57,0.5,1.62
647542963,General Surgery,270,195,54038.0,16372.44,11059.59,13228.69,0,0.0,0.0,0.0,0.0,270,1.09,9.0,21.0,6.0,17.0,30.0,11.0,49.0,39.0,29.0,57.0,25.0,8.0,27.0,6.0,0.52,1.55
360602702,Internal Medicine,880,283,132449.0,61708.08,47653.3,44826.34,80,5840.0,3569.76,3470.11,3470.11,800,16.0,11.0,15.0,18.0,18.0,29.0,22.0,26.0,27.0,56.0,71.0,33.0,15.0,38.0,4.0,7.0,1.28
558758199,Cardiology,458,256,89206.0,30918.45,22492.7,26269.03,0,0.0,0.0,0.0,0.0,458,16.0,5.0,23.0,15.0,18.0,35.0,19.0,33.0,31.0,75.0,75.0,36.0,7.0,54.0,1.22,6.0,1.39
623285471,Ophthalmology,1134,37,60316.0,28416.3,22047.89,23314.62,0,0.0,0.0,0.0,0.0,1134,0.73,0.94,0.75,0.48,1.16,1.43,0.89,38.0,43.0,62.0,75.0,43.0,0.41,75.0,0.56,0.0,1.36
893953294,Licensed Clinical Social Worker,239,80,91539.0,30353.07,21914.63,23648.19,0,0.0,0.0,0.0,0.0,239,1.07,1.25,20.0,0.74,1.69,15.0,15.0,38.0,18.0,36.0,40.0,2.3,0.61,33.0,0.74,0.0,1.02
199773425,CRNA,583,212,65285.0,31510.39,25204.87,23840.2,0,0.0,0.0,0.0,0.0,583,6.0,1.07,13.0,13.0,1.79,15.0,10.0,25.0,17.0,41.0,47.0,13.0,9.0,40.0,0.55,0.55,0.94
707868918,Anesthesiology,1516,328,250273.0,124989.48,98952.71,97009.66,200,25678.0,17496.54,17133.82,17133.82,1316,9.0,8.0,12.0,11.0,13.0,17.0,12.0,22.0,22.0,45.0,61.0,23.0,11.0,35.0,5.0,3.0,1.02
462601059,Licensed Clinical Social Worker,632,138,1217578.5,218791.28,168882.02,161893.25,0,0.0,0.0,0.0,0.0,632,1.11,0.77,15.0,11.0,9.0,22.0,9.0,35.0,32.0,65.0,70.0,32.0,0.7,75.0,0.35,0.54,0.97
260678716,Chiropractic,251,22,25070.0,16634.87,12814.51,12531.3,0,0.0,0.0,0.0,0.0,251,0.45,0.49,0.45,0.35,0.68,0.87,0.52,75.0,0.84,1.51,1.77,0.99,0.26,1.07,0.27,0.0,2.35
681923505,Pathology,5402,317,830483.2,239469.02,187626.5,173915.29,0,0.0,0.0,0.0,0.0,5402,26.0,31.0,21.0,15.0,32.0,42.0,21.0,43.0,33.0,63.0,75.0,51.0,11.0,45.0,15.0,15.0,1.75
321339597,Certified Clinical Nurse Specialist,105,58,16250.0,5633.29,4327.61,4282.11,0,0.0,0.0,0.0,0.0,105,64.0,21.0,33.0,0.24,62.0,36.0,36.0,40.0,33.0,69.0,75.0,60.0,0.18,36.0,0.14,0.13,2.33
255910992,Anesthesiology,3791,618,344120.0,179053.39,126690.36,116974.89,15,300.0,88.34,64.71,64.71,3776,17.0,11.0,10.0,14.0,19.0,27.0,12.0,22.0,36.0,57.0,72.0,34.0,12.0,42.0,3.0,5.0,1.44
338609530,General Surgery,1046,68,158121.0,95871.77,72402.18,69594.59,0,0.0,0.0,0.0,0.0,1046,2.46,2.58,2.42,1.95,3.71,4.75,2.83,22.0,4.63,26.0,38.0,5.42,22.0,49.0,1.41,1.15,1.0
520331355,Podiatry,7168,1228,1616218.0,465479.22,348713.42,345630.92,681,140432.0,46078.82,35555.92,35555.92,6487,14.0,9.0,15.0,21.0,16.0,32.0,18.0,24.0,37.0,70.0,71.0,33.0,6.0,36.0,7.0,5.0,1.39
329746337,Pathology,814,296,508721.0,141556.1,110400.71,110471.25,0,0.0,0.0,0.0,0.0,814,28.0,29.0,25.0,17.0,43.0,61.0,32.0,43.0,43.0,64.0,75.0,52.0,15.0,48.0,12.0,25.0,2.61
146397318,Mass Immunization Roster Biller,2608,424,629247.0,227618.91,173537.77,165264.33,379,46790.0,19522.59,15305.61,15305.61,2229,19.0,15.0,12.0,18.0,24.0,42.0,16.0,28.0,34.0,64.0,72.0,42.0,6.0,32.0,6.0,5.0,1.49
627492680,Internal Medicine,410,17,66375.0,41290.29,31695.52,32006.81,0,0.0,0.0,0.0,0.0,410,0.0,0.0,1.13,0.81,1.74,0.0,0.0,71.0,2.07,3.62,4.25,2.41,0.63,2.58,0.76,0.54,0.82
718118885,CRNA,214,160,52417.0,15109.38,11810.75,11520.73,0,0.0,0.0,0.0,0.0,214,56.0,12.0,14.0,15.0,60.0,47.0,19.0,38.0,34.0,66.0,75.0,71.0,9.0,36.0,0.33,19.0,2.01
901035943,Nurse Practitioner,109,27,25700.0,9656.5,7570.55,6212.7,0,0.0,0.0,0.0,0.0,109,0.17,63.0,44.0,0.19,70.0,75.0,44.0,67.0,63.0,75.0,75.0,74.0,0.11,56.0,0.0,0.06,2.43
612464547,Orthopedic Surgery,241,23,18174.31,15385.48,11442.24,11505.83,0,0.0,0.0,0.0,0.0,241,0.52,0.58,0.52,0.39,0.8,1.01,0.61,57.0,0.97,1.72,2.02,1.13,0.3,1.23,0.33,0.0,1.18
978529850,Mass Immunization Roster Biller,470,191,127155.0,26606.42,18384.69,17669.26,0,0.0,0.0,0.0,0.0,470,12.0,9.0,13.0,13.0,16.0,23.0,13.0,29.0,30.0,44.0,74.0,34.0,10.0,40.0,0.41,6.0,1.31
351444458,Internal Medicine,1335,211,141425.0,45971.37,35320.95,34541.21,0,0.0,0.0,0.0,0.0,1335,12.0,7.0,10.0,9.0,29.0,75.0,12.0,25.0,37.0,51.0,75.0,38.0,6.0,30.0,0.65,0.58,4.0
601249424,Neurology,485,152,68576.0,32197.43,22444.77,28181.07,28,4861.0,2135.49,2092.76,2092.76,457,9.0,14.0,10.0,9.0,20.0,38.0,17.0,39.0,43.0,54.0,75.0,36.0,16.0,43.0,1.59,1.1,1.35
686154478,Clinical Psychologist,232,223,258926.0,28453.7,22367.32,22362.9,0,0.0,0.0,0.0,0.0,232,12.0,10.0,27.0,13.0,17.0,31.0,24.0,46.0,32.0,64.0,69.0,28.0,12.0,57.0,12.0,6.0,1.41
500626205,Nurse Practitioner,994,159,154510.0,55777.44,46508.89,43917.9,109,8267.0,3793.47,3711.15,3711.15,885,13.0,1.61,8.0,15.0,11.0,25.0,8.0,19.0,25.0,48.0,63.0,23.0,14.0,29.0,0.72,8.0,1.1
894960954,Physical Therapist,1689,238,273681.0,92740.71,68031.64,62358.6,0,0.0,0.0,0.0,0.0,1689,9.0,10.0,8.0,11.0,11.0,13.0,7.0,24.0,15.0,45.0,53.0,18.0,11.0,40.0,0.89,0.97,0.92
629848627,Internal Medicine,168,75,32579.0,12691.3,8971.66,8889.01,0,0.0,0.0,0.0,0.0,168,0.55,0.53,23.0,0.44,19.0,35.0,20.0,41.0,33.0,53.0,67.0,24.0,19.0,27.0,0.29,0.25,1.33
545327656,Family Practice,430,320,61311.0,15305.76,10206.49,9468.52,0,0.0,0.0,0.0,0.0,430,12.0,12.0,13.0,12.0,18.0,23.0,14.0,19.0,25.0,56.0,64.0,32.0,9.0,40.0,0.52,7.0,1.22
821796838,Nephrology,248,169,501219.0,69034.1,53867.62,53440.76,0,0.0,0.0,0.0,0.0,248,19.0,11.0,17.0,46.0,27.0,40.0,30.0,33.0,27.0,67.0,75.0,40.0,9.0,35.0,0.08,8.0,2.01
718138317,Diagnostic Radiology,2140,223,345558.0,144092.64,109291.11,124490.63,0,0.0,0.0,0.0,0.0,2140,33.0,75.0,23.0,8.0,46.0,49.0,31.0,71.0,30.0,49.0,75.0,48.0,11.0,51.0,33.0,18.0,2.53
463151067,Nurse Practitioner,770,334,326698.0,119898.65,89840.78,91497.51,0,0.0,0.0,0.0,0.0,770,12.0,14.0,16.0,13.0,23.0,25.0,19.0,28.0,30.0,49.0,65.0,37.0,7.0,37.0,5.0,4.0,1.48
244315788,Critical Care (Intensivists),56,21,14936.0,3748.15,2938.66,3045.39,0,0.0,0.0,0.0,0.0,56,0.13,0.13,0.13,0.1,0.2,67.0,0.15,57.0,0.24,57.0,62.0,0.28,0.08,0.31,0.07,0.06,2.7
720459559,Family Practice,78,15,9649.73,6426.41,5036.77,4584.86,0,0.0,0.0,0.0,0.0,78,0.17,0.15,0.0,0.15,0.0,0.33,0.19,75.0,0.33,0.62,0.72,0.39,0.0,0.43,0.07,0.08,0.82
980593503,Internal Medicine,846,317,242310.0,93960.67,72061.73,71210.61,0,0.0,0.0,0.0,0.0,846,32.0,32.0,21.0,18.0,46.0,50.0,27.0,42.0,39.0,68.0,75.0,61.0,13.0,57.0,17.0,14.0,2.19
261091232,Clinical Psychologist,606,272,383570.0,111836.91,85664.97,83002.21,0,0.0,0.0,0.0,0.0,606,8.0,2.48,15.0,17.0,8.0,25.0,11.0,33.0,26.0,57.0,64.0,17.0,14.0,41.0,1.33,1.2,1.67
251547211,CRNA,12656,805,2334710.0,934920.35,712182.63,695189.54,0,0.0,0.0,0.0,0.0,12656,20.0,61.0,15.0,10.0,75.0,41.0,28.0,46.0,42.0,44.0,75.0,48.0,13.0,37.0,25.0,14.0,2.27
541510151,Nurse Practitioner,237,164,160900.0,24529.26,19000.77,19482.3,0,0.0,0.0,0.0,0.0,237,10.0,23.0,29.0,7.0,27.0,33.0,27.0,48.0,34.0,55.0,70.0,35.0,10.0,40.0,24.0,11.0,1.71
745373357,Internal Medicine,77,13,12705.0,4971.6,3870.22,3828.27,0,0.0,0.0,0.0,0.0,77,0.14,0.14,0.14,0.11,0.2,0.26,0.16,0.29,0.25,0.46,0.53,0.3,0.08,0.33,0.08,0.0,1.38
589582861,Licensed Clinical Social Worker,14,13,1885.0,1471.82,1097.83,1250.09,0,0.0,0.0,0.0,0.0,14,0.09,0.1,0.1,0.0,0.0,0.18,0.11,75.0,0.0,0.31,0.36,0.0,0.0,0.22,0.06,0.0,1.38
813604679,Nurse Practitioner,811,63,130620.0,62735.05,48168.06,46721.1,0,0.0,0.0,0.0,0.0,811,1.5,1.58,1.48,1.18,2.27,2.9,1.73,75.0,25.0,52.0,44.0,17.0,0.88,46.0,0.87,0.7,1.24
463449716,Medical Oncology,381,20,36351.12,29251.8,22295.16,21803.54,0,0.0,0.0,0.0,0.0,381,0.81,0.89,0.81,0.0,0.0,1.57,0.0,65.0,1.52,2.72,3.18,1.78,0.47,1.93,0.5,0.38,1.08
643351284,Physician Assistant,259,85,32422.0,11658.9,6988.14,9195.99,33,328.0,113.51,70.69,70.69,226,0.84,16.0,0.9,0.56,16.0,25.0,1.04,24.0,47.0,60.0,71.0,45.0,0.48,67.0,0.6,0.41,1.17
971764011,Neurology,410,101,61580.0,45044.51,32090.24,31797.07,0,0.0,0.0,0.0,0.0,410,1.67,24.0,1.67,1.27,2.53,14.0,1.94,39.0,16.0,21.0,40.0,3.65,0.98,13.0,18.0,0.78,1.29
831548762,Nurse Practitioner,34,34,71963.2,5873.49,4588.68,4123.4,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,71.0,41.0,0.0,68.0,0.0,0.0,2.03
545022499,Clinical Psychologist,3274,413,288980.82,130948.44,106992.9,104387.02,1859,34180.82,23982.62,23441.91,23441.91,1415,15.0,8.0,13.0,15.0,10.0,18.0,13.0,19.0,23.0,51.0,58.0,27.0,6.0,28.0,4.0,7.0,1.17
261135840,Ophthalmology,1560,284,280321.5,113609.24,85851.23,83924.82,129,13599.5,6949.53,6459.72,6459.72,1431,12.0,15.0,8.0,14.0,16.0,26.0,11.0,29.0,27.0,52.0,63.0,25.0,10.0,41.0,2.11,8.0,1.23
632945681,Cardiology,24063,707,1187570.2,767524.75,592289.91,589227.38,21734,642854.0,531101.91,416356.96,416356.96,2329,6.0,6.0,18.0,6.0,13.0,21.0,15.0,38.0,30.0,55.0,59.0,25.0,10.0,75.0,4.0,4.0,1.3
499107431,Internal Medicine,108,67,29515.0,9840.27,7672.68,8926.74,0,0.0,0.0,0.0,0.0,108,0.5,27.0,33.0,0.33,33.0,52.0,34.0,49.0,39.0,73.0,75.0,45.0,0.28,36.0,25.0,0.24,2.1
376150085,Internal Medicine,1932,421,380423.56,161442.64,126391.19,123563.82,100,1583.56,1583.56,1549.67,1549.67,1832,19.0,22.0,15.0,14.0,28.0,33.0,12.0,38.0,31.0,70.0,75.0,38.0,17.0,52.0,9.0,8.0,1.55
564479760,Nurse Practitioner,1609,1162,182239.0,58064.17,44973.85,44289.54,0,0.0,0.0,0.0,0.0,1609,20.0,21.0,16.0,17.0,26.0,33.0,16.0,35.0,24.0,62.0,74.0,40.0,15.0,53.0,8.0,11.0,1.47
497051094,Physician Assistant,763,342,91244.5,58562.86,41363.37,48760.6,30,3791.0,3265.09,3144.24,3144.24,733,9.0,9.0,12.0,9.0,9.0,10.0,9.0,24.0,23.0,52.0,54.0,21.0,11.0,37.0,2.65,7.0,0.96
663168089,Nurse Practitioner,1330,59,82605.0,39581.63,30612.43,31555.83,0,0.0,0.0,0.0,0.0,1330,1.04,1.25,19.0,0.73,1.62,2.03,1.25,24.0,29.0,58.0,63.0,19.0,0.59,64.0,0.72,0.5,1.02
